# Population size 128
# Games 12
# Board size 6x12
# Mutation std dev 0.5
# Running for 30 generations
0	528	26	4	373	615	-205	-722	-25	626
1	989	83	6	383	891	-34	-163	-114	701
2	1669	180	5	509	1221	-83	-405	-20	770
3	1740	190	8	751	1072	682	-1680	-36	1166
4	992	230	6	1180	458	1200	-1543	221	708
5	1234	237	12	456	994	270	-561	-12	1041
6	986	181	13	462	1173	-29	-489	-52	871
7	986	183	12	166	1839	11	-3767	16	1735
8	1249	201	8	562	1061	0	-218	-12	849
9	1018	167	13	414	1791	-116	-798	36	1144
10	1163	204	15	42	1092	108	-1189	47	662
11	961	215	10	1968	1997	1549	-4	13	2174
12	1189	240	10	1014	1940	0	-2754	0	1650
13	933	198	11	1095	807	681	-326	0	1056
14	937	213	11	478	1564	95	-4862	0	840
15	1255	197	8	452	1730	118	-1643	-13	1246
16	1289	213	7	14	785	5	-1280	188	500
17	1120	243	11	11	1329	242	-2566	4	1018
18	1275	196	9	32	309	0	-745	0	270
19	877	171	6	88	422	-24	-380	0	281
20	1046	202	6	253	1201	21	-2836	9	934
21	1302	207	7	1121	1339	10	-1060	0	1285
22	1109	201	6	649	2348	50	-788	0	1599
23	1717	174	10	144	455	227	-589	0	435
24	1544	219	7	312	849	283	-276	0	632
25	902	221	8	910	1200	951	-86	0	1204
26	844	203	10	140	757	600	-155	0	730
27	1226	252	8	31	218	260	-1065	0	311
28	993	237	6	396	627	741	-78	0	831
29	1024	216	16	154	690	3	-893	0	653
