0       21852   279     12      481     679     -72     -121    93      561
1       196278  16675   12      492     685     300     -119    94      865
2       439626  67604   140     486     608     298     -726    -24     866
3       350127  91232   83      485     686     300     -123    91      786
4       439050  117899  190     482     675     298     -602    92      863
5       467739  150377  209     483     686     299     -119    97      819
